sample_count,mean_error,rmse,median_error,p90_error,max_error,los_sample_count,los_mean_error,los_rmse,los_median_error,los_p90_error,los_max_error,nlos_sample_count,nlos_mean_error,nlos_rmse,nlos_median_error,nlos_p90_error,nlos_max_error,nlos_los_mean_degradation,nlos_los_mean_degradation_percent,algorithm,scenario,seed,evaluation_split,inference_time_ms,training_time_s,model_size_mb,seed_scope,mean_error_geometric_baseline,mean_error_change_vs_geometric,mean_error_absolute_improvement,mean_error_percent_improvement,absolute_error_change,absolute_improvement,percent_improvement
4000,4.960729320173699,5.541052525905404,4.725607173804594,8.301981827746559,14.862418546528026,842,3.9283988837650283,4.249149521115321,3.9723525530222847,6.020436658192527,9.10997937955079,3158,5.235973850717111,5.837424672252063,4.940593478931361,8.865669962172873,14.862418546528026,1.307574966952083,33.285188333494446,Geometric LS,normal,42,spatial_holdout,2.7179000007890863,1.1000010999850929e-06,0.0006723403930664062,independent_training,4.960729320173699,0.0,0.0,0.0,0.0,0.0,0.0
4000,7.353794403575412,7.814411547738824,7.024303069855497,10.898081006900538,17.26108738962508,842,7.022897056758696,7.166740167294872,7.090752285099216,8.655440250520263,15.440245901695956,3158,7.4420197253042515,7.978223383967565,6.999484722888623,11.466042110257336,17.26108738962508,0.4191226685455556,5.967945495402075,KNN,normal,42,spatial_holdout,1.4408000006369548,2.9322515000003477,4.341403007507324,independent_training,4.960729320173699,2.393065083401713,-2.393065083401713,-48.24018665299643,2.393065083401713,-2.393065083401713,-48.24018665299643
4000,5.289876415039813,5.71646068869327,5.174748372214946,8.097592331610652,15.573899972273447,842,5.922257362546892,6.07111575898084,5.940424927281194,7.618048924624503,15.573899972273447,3158,5.1212681953435,5.6181218370741695,4.835399084255342,8.434958043488539,15.262029674573867,-0.800989167203392,-13.52506515959521,Direct AI,normal,42,spatial_holdout,1.3431000006676186,13.687198300000091,0.16312122344970703,independent_training,4.960729320173699,0.32914709486611393,-0.32914709486611393,-6.635054517640743,0.32914709486611393,-0.32914709486611393,-6.635054517640743
4000,7.046579179498181,7.420366343106787,6.885255486275639,10.140175793596606,15.596872655275934,842,6.751650615519918,6.8878864276706375,6.724574718980019,8.481567633661028,10.930434307504242,3158,7.125214344434755,7.556004913422457,7.042139076988374,10.443407021726973,15.596872655275934,0.3735637289148368,5.532924468220133,Residual AI,normal,42,spatial_holdout,14.381799999682698,11.41880889999993,207.80677700042725,independent_training,4.960729320173699,2.0858498593244823,-2.0858498593244823,-42.047241941663664,2.0858498593244823,-2.0858498593244823,-42.047241941663664
4000,5.600986560348687,6.419306546683212,5.03800326182232,10.604523729453307,22.988267195040653,853,3.4348088410346977,3.8101911952017025,3.348412660561923,5.41683328221622,15.950144864953947,3147,6.188132920239006,6.960018145517579,5.5301505863097695,11.277026414350757,22.988267195040653,2.7533240792043085,80.1594559298648,Geometric LS,normal,123,spatial_holdout,2.7179000007890863,1.7000002117129043e-06,0.0006723403930664062,independent_training,5.600986560348687,0.0,0.0,0.0,0.0,0.0,0.0
4000,7.775733219609501,8.196742955320067,7.521216196105623,11.453381434204507,18.04226097109591,853,7.505918490714817,7.7115774685166425,7.480214409358572,9.514288708387198,18.04226097109591,3147,7.848866986291156,8.323377822436345,7.545746967562733,11.95718165303549,16.44546299265979,0.3429484955763398,4.5690410307623734,KNN,normal,123,spatial_holdout,1.4408000006369548,3.3871103999990737,4.341403007507324,independent_training,5.600986560348687,2.174746659260814,-2.174746659260814,-38.82792139971544,2.174746659260814,-2.174746659260814,-38.82792139971544
4000,4.779036859336138,5.1788004327197585,4.7704508655545075,7.189091027345477,22.59080841577761,853,5.147381172843615,5.390489614235982,4.8418006043140585,7.233290520849462,16.535038853106393,3147,4.679196471849046,5.119914203716359,4.75122906081143,7.174397267881157,22.59080841577761,-0.468184700994569,-9.095590267621962,Direct AI,normal,123,spatial_holdout,1.3431000006676186,16.768954299999677,0.16360950469970703,independent_training,5.600986560348687,-0.8219497010125494,0.8219497010125494,14.675087900253402,-0.8219497010125494,0.8219497010125494,14.675087900253402
4000,8.30032503702931,8.731823240496832,8.19937455800727,11.984194100932235,15.996121231106635,853,7.0347815045202,7.17759328372703,7.146957523128827,8.745925735793053,13.126245310817435,3147,8.643352883622978,9.107524664123433,8.660741220223676,12.389811605053039,15.996121231106635,1.608571379102778,22.86597498542336,Residual AI,normal,123,spatial_holdout,14.381799999682698,12.294257100000323,205.91972255706787,independent_training,5.600986560348687,2.699338476680623,-2.699338476680623,-48.193982392140875,2.699338476680623,-2.699338476680623,-48.193982392140875
4000,5.599830188353514,6.474739675739206,4.880573039733418,10.62131593985278,16.06073324641213,825,3.5279044297335616,3.805464948828042,3.5523746044313813,5.336144457615031,8.40632770884225,3175,6.138204598073659,7.003749852893256,5.3008729982331495,11.847304584271042,16.06073324641213,2.6103001683400975,73.99010433333183,Geometric LS,normal,2026,spatial_holdout,2.7179000007890863,8.000006346264854e-07,0.0006723403930664062,independent_training,5.599830188353514,0.0,0.0,0.0,0.0,0.0,0.0
4000,7.3124206208128335,7.881937263173911,6.927958278657303,11.287485055442156,20.355296886376813,825,7.506298203323926,7.7100708394506166,7.425335627380193,9.27262515760589,16.67082163109744,3175,7.262042981262707,7.925985497615919,6.706764784285386,12.00311519053894,20.355296886376813,-0.24425522206121908,-3.2540037105514728,KNN,normal,2026,spatial_holdout,1.4408000006369548,3.0530028000011953,4.341403007507324,independent_training,5.599830188353514,1.7125904324593195,-1.7125904324593195,-30.58289938900563,1.7125904324593195,-1.7125904324593195,-30.58289938900563
