variant,algorithm,scenario,evaluation_split,seed,sample_count,mean_error,rmse,median_error,p90_error,max_error,los_sample_count,los_mean_error,los_rmse,los_median_error,los_p90_error,los_max_error,nlos_sample_count,nlos_mean_error,nlos_rmse,nlos_median_error,nlos_p90_error,nlos_max_error,nlos_los_mean_degradation,nlos_los_mean_degradation_percent,mean_error_geometric_baseline,mean_error_change_vs_geometric,mean_error_absolute_improvement,mean_error_percent_improvement,inference_time_ms,training_time_s,model_size_mb
without_kalman_filter,Residual AI,normal,trajectories,42,540,3.5095389359498284,4.105479335620478,3.1331264252167816,6.408488362736123,11.348338424618136,35,1.7602370147974078,2.064021493310252,1.7179496510012686,2.9351809146532406,4.730083743201992,505,3.630777682960392,4.210447224721195,3.3316800317486504,6.525182624575144,11.348338424618136,1.8705406681629848,106.26640915049,6.97082466384059,-3.4612857278907616,3.4612857278907616,49.65389168150098,25.4955999998856,16.251457800000026,207.80686378479004
with_kalman_filter,Residual AI + Kalman,normal,trajectories,42,540,3.324801358804028,3.860943622530816,3.0463687754887268,5.820135416836967,10.173414458156843,35,1.5207301048863584,1.685286994142809,1.4307307015958488,2.5351515768721016,2.7490738249535487,505,3.449836000164659,3.9677690381105246,3.1803549732300067,5.92851493341681,10.173414458156843,1.9291058952783005,126.85392950923789,6.97082466384059,-3.646023305036562,3.646023305036562,52.30404551629875,18.57089999975869,16.251457800000026,207.80743312835693
